ItemNo,GroupNo,ShelfNo
P1614,26,81
P1823,26,49
P1179,26,19
P0532,26,175
P0610,26,167
P0433,26,181
P0125,26,140
P1633,26,6
P1015,26,96
P0379,26,107
P1272,26,51
P1278,26,35
P0395,26,182
P0097,26,134
P1314,26,82
P0486,26,166
P1415,26,48
P1102,26,136
P0307,26,149
P1199,26,36
P1039,26,153
P1654,26,20
P0744,26,2
P0166,26,131
P1804,26,101
P1490,26,42
P0279,26,139
P0305,26,146
P1019,26,58
P0302,26,122
P0163,26,94
P1037,26,47
P0709,26,4
P0636,26,154
P1868,26,116
P1334,26,11
P1711,26,14
P0211,26,155
P0344,26,165
P1770,26,89
P0707,26,119
P1781,26,200
P0399,26,129
P1395,26,5
P1838,26,34
P0304,26,117
P0070,26,145
P1867,26,115
P0436,26,176
P1480,26,17
P1249,26,12
P0109,27,117
P1791,27,108
P1655,27,123
P1280,27,67
P0380,27,161
P1113,27,8
P1615,27,158
P0803,27,141
P1400,27,51
P1405,27,32
P0877,27,87
P0839,27,75
P1016,27,90
P0431,27,156
P0277,27,165
P1349,27,35
P1776,27,190
P1097,27,59
P0982,27,55
P1403,27,101
P0963,27,63
P0193,27,94
P0239,27,120
P1407,27,7
P1246,27,68
P0411,27,155
P1322,27,22
P0727,27,110
P1091,27,178
P1661,27,21
P0179,27,116
P1565,27,127
P0819,27,175
P0837,27,3
P1022,27,74
P1733,27,93
P1165,27,191
P1741,27,16
P0259,27,82
P0536,27,170
P0507,27,185
P1051,27,146
P1794,27,2
P1352,27,44
P0107,27,113
P1050,27,79
P1437,27,54
P0880,27,62
P1286,27,64
P0849,27,126
P0517,27,60
P1839,27,125
P0911,27,85
P0498,27,119
P0587,27,160
P0112,27,139
P1277,27,200
P1027,27,129
P0756,27,164
P0446,27,107
P1124,27,69
P1816,27,100
P0430,27,159
P1237,27,176
P0121,27,31
P0768,27,73
P1775,27,96
P1379,27,39
P0450,27,104
P1681,27,97
P0355,27,154
P1482,27,174
P0032,27,168
P1346,27,24
P1247,27,109
P0565,27,142
P0964,27,83
P1439,27,34
P0948,27,195
P0352,27,52
P1348,27,43
P0910,27,29
P1234,27,14
P1608,27,17
P1103,27,13
P1320,27,192
P1375,27,45
P0181,27,15
P0821,27,189
P0772,27,128
P1687,27,89
P1417,27,182
P0412,27,25
P0568,27,98
P1276,27,134
P0487,27,92
P0783,27,151
P1848,27,1
P1239,27,136
P0563,27,4
P1342,27,26
P0502,27,115
P0811,27,184
P1353,27,38
P1083,27,194
P0999,27,183
P1013,27,81
P1356,27,28
P0447,27,70
P0708,27,102
P1577,27,49
P1425,27,53
P1100,27,5
P0967,27,80
P0607,27,140
P1248,27,103
P0649,27,114
P0257,27,99
P1589,27,61
P1041,27,144
P1782,27,166
P1674,27,172
P0711,27,27
P1519,27,188
P1586,27,153
P1325,27,122
P1368,27,135
P1351,27,50
P0519,27,196
P1940,27,57
P1131,27,11
P0920,27,58
P1305,27,177
P1031,27,9
P0072,27,130
P0145,27,149
P0971,27,76
P0173,27,78
P0737,27,167
P0757,27,42
P1575,27,111
P1560,27,180
P1014,27,65
P1255,27,48
P1257,27,37
P0182,27,181
P1422,27,41
P1252,27,10
P1245,27,118
P0252,27,131
P1241,27,143
P0909,27,86
P1789,27,105
P0280,27,147
P0714,27,23
P1047,27,197
P1398,27,46
P1347,27,40
P1793,27,138
P1823,27,36
P0814,27,106
P1254,27,171
P1606,27,137
P0929,27,20
P0972,27,66
P1015,27,71
P1657,27,91
P0379,27,157
P1174,27,163
P1596,27,95
P1600,27,112
P0433,27,193
P1756,27,124
P1121,27,77
P1132,27,19
P0807,27,30
P0337,27,88
P1370,27,47
P0612,27,121
P0279,27,145
P0704,27,132
P1818,27,199
P0275,27,148
P0654,27,198
P1005,27,72
P0142,27,152
P0707,27,173
P1424,27,33
P1781,27,179
P0276,27,162
P1156,27,6
P0544,27,18
P0281,27,150
P1381,27,56
P0558,27,12
P0062,27,186
P0798,27,169
P0694,27,133
P1090,27,84
P1834,27,187
P0285,28,35
P0873,28,63
P0879,28,114
P1079,28,106
P1113,28,101
P1788,28,8
P0550,28,182
P1056,28,6
P1101,28,197
P0766,28,46
P1097,28,103
P1206,28,139
P1112,28,99
P0381,28,192
P1815,28,48
P1686,28,102
P1285,28,137
P0370,28,83
P1256,28,71
P1023,28,105
P0564,28,187
P0434,28,96
P0101,28,52
P0411,28,60
P0882,28,167
P0297,28,125
P1148,28,49
P0058,28,121
P0683,28,185
P1484,28,151
P1603,28,128
P0065,28,124
P0990,28,177
P1281,28,181
P1668,28,32
P0555,28,1
P1183,28,70
P0926,28,169
P1741,28,16
P0259,28,173
P1747,28,180
P1253,28,84
P1456,28,31
P0445,28,120
P0832,28,146
P1604,28,122
P1050,28,112
P0880,28,170
P0539,28,159
P1286,28,186
P0517,28,41
P1514,28,51
P1026,28,95
P1839,28,18
P0911,28,67
P0498,28,191
P0112,28,77
P0178,28,80
P0609,28,160
P0981,28,140
P1593,28,157
P1145,28,36
P1105,28,15
P0738,28,13
P0419,28,64
P0429,28,174
P0937,28,188
P0853,28,55
P0450,28,92
P0229,28,158
P1675,28,81
P1317,28,196
P1060,28,21
P1856,28,89
P0232,28,82
P0520,28,72
P1217,28,144
P1672,28,168
P0962,28,155
P1193,28,190
P1189,28,22
P0600,28,150
P1663,28,76
P0810,28,59
P1618,28,25
P0425,28,69
P0736,28,91
P0985,28,85
P0865,28,65
P0910,28,149
P0418,28,73
P1608,28,141
P1045,28,94
P0201,28,165
P0821,28,163
P1147,28,164
P1687,28,148
P1417,28,26
P0925,28,179
P0514,28,43
P1276,28,2
P1798,28,42
P1636,28,145
P0502,28,100
P1609,28,195
P0921,28,131
P1356,28,138
P0177,28,66
P1013,28,7
P0447,28,88
P0105,28,143
P0805,28,90
P0397,28,194
P0342,28,47
P1814,28,40
P1748,28,193
P1141,28,29
P0474,28,50
P1111,28,111
P0482,28,104
P0976,28,10
P0679,28,93
P0063,28,119
P1154,28,134
P0922,28,118
P0711,28,75
P1095,28,34
P0923,28,171
P0255,28,87
P1940,28,57
P1116,28,175
P1765,28,147
P0556,28,154
P0560,28,113
P0501,28,98
P1192,28,132
P0427,28,79
P1218,28,161
P1020,28,183
P0757,28,33
P0480,28,109
P0372,28,78
P0466,28,44
P1357,28,136
P1255,28,61
P1362,28,176
P1257,28,56
P1096,28,123
P1213,28,45
P0904,28,129
P1062,28,11
P1252,28,74
P1201,28,135
P0773,28,37
P0909,28,68
P0944,28,152
P0437,28,200
P0705,28,9
P1009,28,116
P1789,28,53
P0969,28,54
P1619,28,23
P1793,28,130
P1614,28,12
P1607,28,17
P0499,28,153
P0812,28,97
P1006,28,5
P1606,28,24
P0972,28,133
P0486,28,156
P1596,28,4
P0068,28,166
P0095,28,178
P0854,28,58
P0097,28,19
P0624,28,3
P1102,28,199
P1121,28,110
P1012,28,162
P1631,28,86
P1199,28,117
P0807,28,108
P0374,28,62
P1268,28,189
P0758,28,107
P0310,28,198
P0441,28,172
P1227,28,30
P0500,28,142
P1777,28,39
P1818,28,184
P0211,28,27
P1602,28,126
P0707,28,115
P1264,28,14
P0576,28,38
P0062,28,127
P1365,28,28
P0739,28,20
P0109,29,118
P1280,29,116
P0071,29,91
P1382,29,46
P0424,29,89
P0759,29,114
P1405,29,57
P1776,29,52
P0277,29,161
P1304,29,196
P1643,29,4
P1112,29,71
P1538,29,45
P0982,29,90
P1686,29,33
P1751,29,10
P1256,29,84
P1517,29,195
P1023,29,174
P0002,29,191
P0411,29,99
P0513,29,28
P0179,29,112
P0570,29,163
P1603,29,122
P1484,29,61
P0065,29,121
P0761,29,126
P1281,29,152
P1710,29,113
P1282,29,185
P0402,29,77
P0555,29,101
P1363,29,107
P1741,29,148
P0259,29,98
P0840,29,109
P1794,29,182
P1359,29,78
P0069,29,180
P0445,29,110
P0856,29,85
P0844,29,186
P1050,29,198
P0880,29,92
P1286,29,153
P0849,29,190
P0911,29,176
P0174,29,68
P0298,29,76
P0019,29,183
P0953,29,16
P0981,29,167
P1816,29,81
P0845,29,181
P1260,29,86
P1594,29,158
P0429,29,53
P0853,29,39
P1535,29,67
P0362,29,54
P0774,29,17
P0952,29,29
P1856,29,21
P1835,29,103
P0027,29,64
P0180,29,187
P0729,29,15
P0859,29,102
P0463,29,142
P0505,29,192
P0690,29,7
P0703,29,105
P1229,29,26
P0810,29,73
P1361,29,143
P0989,29,166
P0617,29,79
P1618,29,37
P1376,29,199
P0724,29,117
P0425,29,36
P1870,29,136
P1122,29,149
P0985,29,14
P1052,29,8
P1632,29,62
P1375,29,147
P0842,29,119
P1683,29,56
P0821,29,1
P1417,29,63
P0008,29,165
P0800,29,172
P0412,29,155
P0514,29,139
P1557,29,189
P1258,29,74
P1536,29,41
P0783,29,169
P1820,29,95
P1342,29,51
P0644,29,141
P1261,29,80
P1609,29,60
P0921,29,24
P1013,29,55
P1859,29,23
P0148,29,138
P0447,29,146
P0805,29,111
P1356,29,127
P0177,29,32
P1866,29,133
P0115,29,179
P0822,29,20
P0274,29,13
P0595,29,137
P1021,29,100
P1589,29,168
P1041,29,170
P0746,29,22
P0922,29,38
P1406,29,40
P0255,29,30
P0641,29,160
P1351,29,173
P0519,29,5
P1940,29,200
P1131,29,128
P1307,29,123
P1537,29,49
P0851,29,70
P1031,29,131
P0522,29,18
P1288,29,150
P1670,29,19
P0930,29,87
P0173,29,156
P0737,29,47
P1613,29,25
P0538,29,125
P0296,29,104
P1362,29,197
P1096,29,134
P1213,29,129
P0051,29,193
P1316,29,194
P1295,29,97
P1486,29,2
P1487,29,11
P0858,29,124
P0464,29,135
P0969,29,35
P0676,29,120
P1047,29,115
P1287,29,184
P0714,29,130
P1614,29,72
P1619,29,83
P1226,29,132
P0254,29,6
P0532,29,75
P0152,29,27
P0972,29,151
P0379,29,177
P1596,29,108
P0125,29,159
P0779,29,162
P1860,29,9
P0548,29,96
P0307,29,82
P0730,29,12
P1631,29,65
P1341,29,58
P0807,29,34
P0240,29,69
P1383,29,42
P1469,29,66
P1501,29,59
P1690,29,48
P0325,29,43
P0192,29,140
P1273,29,145
P1302,29,178
P0500,29,31
P1093,29,144
P0275,29,88
P1409,29,50
P1339,29,164
P1770,29,94
P0707,29,106
P0142,29,175
P0399,29,157
P0276,29,171
P0558,29,3
P1373,29,93
P0415,29,188
P0798,29,154
P1480,29,44
P0109,30,87
P1202,30,69
P1791,30,59
P0879,30,64
P1774,30,136
P1280,30,61
P0380,30,133
P1629,30,1
P0682,30,106
P1553,30,176
P0103,30,31
P0006,30,119
P1776,30,23
P1097,30,158
P0165,30,200
P0054,30,127
P0982,30,56
P1086,30,27
P1403,30,199
P0963,30,163
P1160,30,132
P1517,30,19
P0564,30,187
P1344,30,16
P0067,30,135
P0683,30,89
P1133,30,8
P0065,30,186
P1795,30,72
P0541,30,102
P1542,30,188
P0926,30,101
P1741,30,2
P0834,30,164
P1747,30,104
P1055,30,15
P1456,30,134
P0069,30,90
P0258,30,33
P0681,30,94
P1724,30,55
P0494,30,103
P0849,30,165
P0539,30,22
P1377,30,6
P0824,30,54
P1054,30,28
P0178,30,93
P1326,30,172
P0958,30,181
P0981,30,42
P0446,30,76
P1564,30,128
P0701,30,112
P0651,30,185
P1436,30,122
P1237,30,173
P0430,30,175
P1828,30,74
P0853,30,190
P1681,30,159
P1509,30,166
P1856,30,70
P0497,30,7
P0432,30,83
P0588,30,144
P0315,30,86
P1521,30,47
P0962,30,53
P1193,30,155
P0950,30,32
P1531,30,36
P0139,30,156
P1429,30,174
P0677,30,49
P1728,30,46
P0565,30,146
P1846,30,84
P0703,30,26
P1618,30,111
P0951,30,9
P0425,30,75
P1498,30,71
P0614,30,98
P0553,30,139
P1311,30,65
P1052,30,60
P0910,30,107
P1608,30,3
P1103,30,153
P1328,30,189
P0197,30,121
P1841,30,192
P1375,30,154
P0772,30,78
P1786,30,48
P1035,30,160
P1687,30,21
P0800,30,167
P0925,30,100
P0514,30,34
P0476,30,123
P1327,30,52
P1534,30,118
P0708,30,140
P1355,30,191
P1425,30,51
P1284,30,68
P1244,30,30
P0822,30,126
P0088,30,77
P1394,30,125
P1589,30,99
P0566,30,25
P0063,30,184
P1154,30,183
P0710,30,143
P1674,30,115
P0922,30,157
P0711,30,20
P1219,30,45
P1095,30,120
P0923,30,97
P1734,30,62
P0035,30,50
P1940,30,81
P1275,30,108
P0716,30,10
P0920,30,152
P1116,30,137
P0382,30,73
P0851,30,58
P0906,30,13
P1288,30,129
P0583,30,197
P0272,30,171
P0453,30,194
P1662,30,179
P0737,30,91
P1825,30,39
P0023,30,178
P1354,30,96
P0296,30,67
P1096,30,193
P0515,30,35
P0124,30,168
P0823,30,38
P0198,30,138
P1570,30,170
P1316,30,43
P0061,30,198
P0210,30,40
P0437,30,116
P1321,30,169
P1291,30,145
P1009,30,37
P0464,30,14
P1287,30,141
P1398,30,4
P1254,30,11
P1607,30,12
P1606,30,18
P1660,30,195
P0125,30,196
P1015,30,85
P1278,30,151
P1802,30,124
P0097,30,114
P1102,30,130
P1199,30,80
P1331,30,41
P1383,30,57
P0927,30,82
P0306,30,117
P0918,30,17
P0279,30,88
P0305,30,92
P1037,30,147
P1094,30,79
P0709,30,148
P0057,30,63
P1809,30,180
P1777,30,29
P0133,30,182
P0860,30,105
P1334,30,150
P0024,30,110
P0413,30,66
P1005,30,177
P0777,30,109
P1722,30,149
P0707,30,5
P1483,30,24
P0140,30,95
P0234,30,142
P1530,30,162
P1138,30,44
P0988,30,161
P0739,30,131
P0050,30,113
P1791,31,107
P0879,31,134
P0903,31,192
P0158,31,44
P1280,31,46
P0934,31,185
P0759,31,144
P1776,31,80
P1812,31,170
P1097,31,79
P0049,31,104
P1206,31,118
P1555,31,49
P1568,31,91
P1086,31,187
P1256,31,54
P0963,31,28
P0564,31,29
P0411,31,146
P0569,31,113
P1091,31,65
P0179,31,160
P1565,31,180
P0817,31,190
P0819,31,193
P1605,31,128
P0761,31,168
P1795,31,166
P1098,31,131
P1129,31,112
P1755,31,133
P1541,31,8
P0715,31,124
P1733,31,10
P0535,31,140
P1253,31,72
P1794,31,58
P0687,31,38
P0226,31,19
P0491,31,7
P0880,31,148
P1286,31,161
P0398,31,121
P0194,31,20
P0824,31,191
P0835,31,186
P0875,31,15
P1730,31,81
P0911,31,70
P0933,31,32
P0562,31,43
P1025,31,13
P1326,31,198
P0666,31,152
P1087,31,175
P0603,31,34
P0981,31,35
P0056,31,12
P0446,31,51
P1105,31,136
P1130,31,39
P1124,31,63
P1831,31,48
P1594,31,74
P1808,31,31
P0768,31,98
P1775,31,158
P0718,31,94
P0233,31,179
P0853,31,85
P0362,31,89
P1856,31,154
P0355,31,27
P0236,31,84
P0907,31,188
P0315,31,155
P1011,31,172
P0962,31,18
P1189,31,96
P1584,31,126
P0463,31,88
P1846,31,167
P0703,31,116
P0617,31,102
P0565,31,71
P1622,31,40
P0964,31,26
P1361,31,64
P1335,31,56
P0639,31,95
P0425,31,157
P0147,31,173
P1311,31,73
P0910,31,53
P1042,31,115
P1328,31,176
P0201,31,92
P0760,31,130
P0008,31,86
P0412,31,149
P1628,31,137
P0568,31,123
P1276,31,87
P1216,31,181
P0563,31,68
P0820,31,195
P0708,31,6
P1726,31,9
P1248,31,108
P1505,31,159
P0852,31,109
P1803,31,125
P1589,31,93
P0566,31,50
P0155,31,99
P0493,31,21
P1674,31,163
P0922,31,143
P0055,31,16
P0711,31,24
P0255,31,22
P1325,31,194
P1368,31,197
P0519,31,182
P1372,31,156
P1940,31,150
P0035,31,164
P0143,31,103
P0920,31,78
P1065,31,162
P0762,31,147
P1610,31,120
P1303,31,122
P0449,31,77
P1220,31,106
P1662,31,33
P1020,31,142
P1218,31,178
P1046,31,82
P1739,31,23
P1354,31,47
P1362,31,55
P1257,31,60
P1096,31,30
P1316,31,75
P1393,31,69
P1252,31,59
P1295,31,153
P0909,31,52
P0868,31,90
P0464,31,97
P0850,31,145
P0280,31,1
P0343,31,135
P0905,31,132
P1727,31,2
P1099,31,141
P1254,31,61
P1179,31,110
P0901,31,184
P0610,31,101
P1015,31,169
P0379,31,76
P1278,31,83
P0615,31,119
P1191,31,42
P1102,31,66
P1199,31,171
P1211,31,111
P0237,31,5
P1654,31,129
P0396,31,114
P1024,31,11
P0533,31,174
P0818,31,183
P0913,31,3
P0831,31,199
P0192,31,37
P0057,31,165
P1302,31,105
P0704,31,117
P1689,31,127
P0978,31,14
P1410,31,45
P1029,31,100
P0707,31,67
P1707,31,17
P0286,31,177
P1053,31,41
P1725,31,4
P0836,31,196
P1089,31,57
P0281,31,25
P0754,31,138
P0544,31,189
P0234,31,200
P1660,31,139
P1090,31,62
P1249,31,151
P1834,31,36
P1202,32,82
P1449,32,95
P0873,32,108
P1791,32,189
P0943,32,172
P1280,32,167
P0380,32,166
P0071,32,137
P1293,32,43
P0550,32,129
P0461,32,37
P0106,32,76
P1101,32,78
P1776,32,179
P1016,32,188
P0277,32,62
P1120,32,34
P0381,32,93
P0982,32,128
P1256,32,120
P0516,32,75
P1323,32,24
P0411,32,161
P0513,32,16
P0059,32,15
P0570,32,134
P0297,32,39
P1133,32,49
P0402,32,119
P0799,32,164
P0469,32,1
P0926,32,126
P1741,32,51
P0259,32,135
P0915,32,69
P1837,32,184
P1253,32,74
P1359,32,171
P0687,32,89
P0069,32,147
P0856,32,118
P1030,32,61
P0880,32,132
P0849,32,26
P1286,32,47
P1324,32,92
P1839,32,106
P0608,32,111
P0911,32,36
P0298,32,168
P0875,32,140
P0070,32,139
P1277,32,72
P1153,32,79
P1124,32,100
P0847,32,59
P0768,32,8
P0362,32,133
P0209,32,142
P0588,32,32
P0827,32,181
P1011,32,180
P0665,32,2
P0156,32,87
P0859,32,46
P0139,32,178
P1792,32,73
P0463,32,125
P0565,32,85
P0617,32,136
P1361,32,121
P1622,32,192
P1618,32,4
P0571,32,144
P0352,32,10
P1122,32,60
P0865,32,18
P0902,32,160
P0910,32,27
P1380,32,42
P1608,32,70
P1103,32,81
P0197,32,3
P0181,32,71
P1650,32,50
P1106,32,9
P0772,32,123
P1417,32,190
P1685,32,99
P0800,32,165
P1358,32,156
P0191,32,105
P0117,32,90
P0563,32,127
P1768,32,191
P0644,32,68
P0157,32,98
P0175,32,169
P0921,32,102
P0148,32,63
P1356,32,12
P0177,32,115
P0805,32,22
P0105,32,77
P0947,32,162
P1866,32,80
P1248,32,196
P1824,32,88
P1244,32,114
P1336,32,183
P1021,32,117
P0852,32,155
P1803,32,103
P0545,32,48
P1271,32,21
P1589,32,124
P0155,32,94
P1274,32,116
P0924,32,64
P0361,32,11
P0293,32,53
P0668,32,5
P0255,32,38
P1368,32,44
P1351,32,101
P1940,32,174
P0920,32,143
P1076,32,31
P0851,32,158
P0906,32,97
P0322,32,194
P0762,32,19
P1303,32,65
P0367,32,200
P0427,32,148
P0449,32,96
P0251,32,91
P1020,32,29
P0604,32,84
P0372,32,197
P1255,32,56
P0881,32,6
P1257,32,186
P1213,32,66
P0515,32,153
P1096,32,175
P1695,32,14
P0904,32,41
P0252,32,28
P1201,32,25
P0944,32,157
P1827,32,130
P1621,32,195
P1009,32,152
P1789,32,177
P0260,32,20
P0714,32,109
P1254,32,104
P1607,32,159
P0499,32,7
P1606,32,45
P0532,32,23
P0620,32,40
P0379,32,150
P1596,32,154
P1015,32,193
P0125,32,141
P0548,32,138
P1343,32,35
P0854,32,182
P0097,32,145
P0426,32,52
P1262,32,83
P1268,32,113
P1446,32,110
P1757,32,199
P0279,32,58
P1037,32,198
P0709,32,187
P1273,32,173
P1302,32,149
P0500,32,17
P1571,32,57
P1080,32,163
P1075,32,30
P0211,32,146
P0415,32,170
P1265,32,13
P0707,32,107
P1029,32,122
P1395,32,176
P1081,32,151
P1156,32,54
P0558,32,55
P1089,32,86
P1530,32,33
P1365,32,185
P0798,32,67
P0171,32,112
P1834,32,131
P0928,33,16
P0578,33,8
P0903,33,91
P0153,33,154
P1280,33,147
P1113,33,180
P1056,33,179
P1203,33,28
P0106,33,35
P1206,33,189
P1538,33,193
P0381,33,56
P1285,33,175
P1086,33,31
P1256,33,66
P0193,33,71
P1340,33,4
P1177,33,26
P0564,33,146
P0009,33,164
P0002,33,111
P0411,33,99
P0485,33,170
P0297,33,176
P0817,33,103
P0188,33,60
P0065,33,174
P0761,33,149
P1281,33,74
P1755,33,23
P1165,33,81
P0926,33,22
P1363,33,76
P1799,33,135
P1253,33,61
P1359,33,77
P0107,33,80
P0856,33,133
P0491,33,102
P1050,33,90
P0855,33,126
P0849,33,41
P0686,33,148
P0298,33,142
P0933,33,153
P1277,33,168
P0019,33,32
P1817,33,155
P0981,33,83
P1087,33,29
P0701,33,15
P1808,33,59
P1392,33,143
P0233,33,38
P0853,33,121
P0742,33,122
P1681,33,96
P0774,33,196
P0209,33,89
P1228,33,7
P1835,33,190
P0313,33,92
P0520,33,178
P1011,33,140
P1189,33,67
P1792,33,127
P1247,33,63
P0565,33,114
P1846,33,169
P1361,33,117
P1335,33,166
P1439,33,163
P0989,33,14
P1376,33,51
P0724,33,188
P0577,33,19
P1311,33,100
P1052,33,191
P0865,33,20
P1380,33,158
P1608,33,192
P1045,33,198
P1269,33,55
P0821,33,187
P0772,33,79
P1417,33,199
P1648,33,68
P0412,33,62
P0568,33,82
P1583,33,21
P1628,33,105
P0191,33,72
P0813,33,131
P1798,33,123
P1342,33,195
P1261,33,185
P0921,33,186
P1609,33,162
P0175,33,108
P1356,33,48
P1013,33,141
P1279,33,160
P0447,33,139
P0452,33,88
P0105,33,106
P1726,33,33
P0786,33,98
P0115,33,54
P1803,33,152
P0566,33,134
P1418,33,73
P0055,33,2
P0255,33,42
P1325,33,36
P1734,33,13
P1940,33,75
P1131,33,165
P1307,33,181
P0851,33,30
P0195,33,120
P1497,33,97
P1413,33,1
P0427,33,173
P0314,33,24
P1575,33,87
P0127,33,159
P1357,33,45
P0466,33,12
P0414,33,94
P1255,33,46
P0881,33,70
P1257,33,52
P1096,33,137
P0515,33,107
P1316,33,78
P1393,33,116
P1252,33,58
P1420,33,145
P1201,33,177
P0944,33,27
P1321,33,64
P0216,33,161
P0130,33,157
P0118,33,25
P0969,33,138
P1251,33,47
P0037,33,171
P1287,33,115
P1793,33,182
P1254,33,57
P1800,33,119
P0343,33,3
P0814,33,101
P0812,33,128
P0144,33,49
P1006,33,197
P1606,33,151
P1471,33,18
P0204,33,11
P0901,33,40
P0379,33,104
P1278,33,112
P0938,33,93
P0097,33,84
P0854,33,172
P0307,33,132
P1598,33,85
P1262,33,167
P1419,33,118
P1631,33,184
P1199,33,65
P0807,33,124
P1341,33,144
P0960,33,156
P1654,33,34
P1243,33,50
P1143,33,9
P0818,33,37
P0004,33,125
P0305,33,130
P0302,33,129
P1690,33,200
P1221,33,86
P1059,33,5
P1302,33,110
P1227,33,10
P0500,33,183
P0275,33,113
P1409,33,194
P1571,33,17
P0707,33,136
P0286,33,39
P0276,33,69
P1725,33,44
P1156,33,6
P0754,33,109
P1365,33,95
P0798,33,43
P0739,33,150
P1350,33,53
P1779,34,141
P0285,34,33
P0873,34,176
P0798,34,103
P1791,34,78
P0903,34,19
P0153,34,126
P1280,34,74
P0526,34,55
P0934,34,52
P1203,34,5
P1776,34,175
P1097,34,88
P1049,34,190
P1315,34,182
P0165,34,147
P1004,34,150
P1686,34,79
P0528,34,30
P0434,34,171
P0009,34,121
P1563,34,200
P1407,34,35
P0059,34,123
P1091,34,86
P0570,34,187
P0067,34,149
P1565,34,49
P1836,34,172
P0817,34,102
P0819,34,64
P0188,34,98
P1541,34,100
P1795,34,134
P0007,34,2
P0761,34,186
P1282,34,58
P1022,34,1
P1605,34,142
P0459,34,199
P0555,34,158
P0206,34,61
P0618,34,163
P1363,34,132
P0259,34,15
P0536,34,164
P0207,34,56
P1794,34,167
P0673,34,152
P0069,34,90
P0681,34,160
P0832,34,53
P1399,34,63
P0855,34,106
P1026,34,159
P1839,34,31
P0875,34,25
P0248,34,137
P1277,34,7
P0178,34,127
P0056,34,101
P0638,34,185
P1401,34,71
P1145,34,34
P0446,34,81
P0701,34,12
P1130,34,125
P1124,34,77
P0845,34,109
P0430,34,179
P0473,34,67
P0429,34,32
P0936,34,70
P0853,34,93
P0937,34,57
P0945,34,43
P1599,34,87
P0497,34,20
P1528,34,27
P0907,34,112
P0827,34,173
P1011,34,97
P0962,34,153
P1193,34,143
P0579,34,26
P0677,34,117
P1364,34,3
P0617,34,130
P1134,34,83
P1618,34,194
P0352,34,177
P1270,34,180
P0639,34,196
P0425,34,4
P1311,34,124
P0861,34,44
P1234,34,6
P0547,34,114
P1554,34,115
P0791,34,84
P1650,34,41
P1358,34,92
P0339,34,24
P0191,34,166
P0117,34,89
P0563,34,116
P1768,34,144
P1034,34,156
P0189,34,21
P1353,34,113
P0447,34,162
P0115,34,99
P1244,34,198
P0822,34,69
P1336,34,148
P1186,34,65
P1748,34,9
P0474,34,36
P1271,34,189
P0746,34,13
P0922,34,136
P0680,34,154
P0055,34,62
P0293,34,188
P1095,34,50
P0100,34,28
P0255,34,104
P1368,34,54
P1351,34,120
P1656,34,82
P1940,34,174
P0920,34,95
P0448,34,168
P1288,34,94
P0349,34,181
P0427,34,91
P0449,34,135
P1020,34,11
P0371,34,151
P1357,34,111
P0466,34,191
P0245,34,195
P1354,34,48
P0833,34,68
P1257,34,73
P1096,34,75
P0515,34,17
P0020,34,51
P0769,34,140
P1213,34,38
P1185,34,145
P1827,34,45
P1621,34,131
P1321,34,108
P1009,34,46
P0216,34,47
P0130,34,118
P0905,34,107
P1832,34,119
P1800,34,72
P1607,34,22
P0812,34,96
P1366,34,66
P0532,34,161
P0610,34,138
P0972,34,157
P0379,34,193
P1278,34,76
P0938,34,60
P0111,34,29
P0866,34,37
P1102,34,192
P1714,34,178
P0426,34,128
P1476,34,39
P1199,34,105
P0496,34,14
P0960,34,23
P0807,34,110
P0612,34,155
P0244,34,146
P1268,34,10
P0046,34,184
P0758,34,40
P0669,34,139
P0363,34,165
P0704,34,85
P1777,34,42
P0860,34,16
P0978,34,59
P0211,34,80
P0344,34,18
P0707,34,169
P1722,34,133
P0511,34,183
P1053,34,122
P0202,34,8
P1172,34,197
P1090,34,129
P1834,34,170
P1791,35,38
P0943,35,157
P0934,35,113
P0526,35,124
P1382,35,54
P0984,35,46
P1203,35,75
P0877,35,35
P1101,35,139
P1763,35,126
P1643,35,66
P0381,35,89
P1815,35,22
P0963,35,93
P0193,35,114
P0239,35,189
P0230,35,128
P0516,35,37
P1790,35,45
P1407,35,16
P0060,35,95
P0434,35,147
P0727,35,141
P0059,35,180
P0151,35,196
P1435,35,125
P0531,35,41
P0990,35,81
P1022,35,72
P0796,35,190
P1363,35,155
P0957,35,40
P0840,35,49
P1051,35,43
P0673,35,29
P1456,35,9
P0832,35,152
P0491,35,109
P1604,35,55
P0880,35,137
P1286,35,84
P0398,35,127
P0824,35,106
P0835,35,47
P1839,35,68
P0911,35,156
P0174,35,186
P0987,35,36
P0562,35,191
P1025,35,107
P0638,35,17
P1401,35,44
P0446,35,133
P1723,35,178
P1124,35,177
P1816,35,88
P0391,35,21
P0430,35,6
P0847,35,165
P1808,35,119
P1512,35,153
P0936,35,26
P0853,35,122
P0529,35,8
P0450,35,142
P1599,35,181
P1509,35,146
P0355,35,110
P0232,35,64
P0588,35,164
P0520,35,59
P0027,35,56
P0827,35,163
P1189,35,116
P1663,35,52
P1365,35,14
P0139,35,170
P1792,35,121
P1364,35,83
P1478,35,23
P0505,35,112
P1119,35,39
P1229,35,60
P0703,35,1
P0440,35,98
P1618,35,25
P0964,35,28
P1550,35,195
P0425,35,91
P0861,35,18
P1830,35,5
P1455,35,34
P1320,35,166
P1045,35,48
P1269,35,120
P1319,35,132
